clamp_magnitude,forward,forward_ci95,sideways,sideways_ci95,n_participants,ballistic_fraction,sample_percent,panel,path_type
62.45188284518828,-4.103248845590272,,8.103668137592463,,,0.2,20.0,Human,smoothed_path
63.154811715481166,-4.100799776377539,,8.08746719600004,,,0.2,20.0,Human,smoothed_path
63.85774058577405,-4.098749693954047,,8.076170489833634,,,0.2,20.0,Human,smoothed_path
64.56066945606693,-4.0970339133660145,,8.069682544933924,,,0.2,20.0,Human,smoothed_path
65.26359832635983,-4.0956056613805005,,8.067866961870816,,,0.2,20.0,Human,smoothed_path
65.96652719665272,-4.094435376572637,,8.070548119878715,,,0.2,20.0,Human,smoothed_path
66.6694560669456,-4.093509865125191,,8.077513059238655,,,0.2,20.0,Human,smoothed_path
67.3723849372385,-4.092831317978082,,8.088513522742176,,,0.2,20.0,Human,smoothed_path
68.07531380753137,-4.092416196093932,,8.103268137142752,,,0.2,20.0,Human,smoothed_path
68.77824267782427,-4.092293991863254,,8.12146471592934,,,0.2,20.0,Human,smoothed_path
69.48117154811715,-4.0925058760205975,,8.142762665333894,,,0.2,20.0,Human,smoothed_path
70.18410041841004,-4.093103240837567,,8.166795476196242,,,0.2,20.0,Human,smoothed_path
70.88702928870292,-4.094146151754764,,8.19317328513565,,,0.2,20.0,Human,smoothed_path
71.58995815899581,-4.095701720965758,,8.221485489396066,,,0.2,20.0,Human,smoothed_path
72.29288702928869,-4.097842417726353,,8.251303400714109,,,0.2,20.0,Human,smoothed_path
72.99581589958159,-4.100644331286995,,8.282182924577452,,,0.2,20.0,Human,smoothed_path
73.69874476987447,-4.104185403293912,,8.313667252266272,,,0.2,20.0,Human,smoothed_path
74.40167364016736,-4.10854364723838,,8.345289554073505,,,0.2,20.0,Human,smoothed_path
75.10460251046024,-4.113795373021118,,8.376575663052703,,,0.2,20.0,Human,smoothed_path
75.80753138075313,-4.120013434914938,,8.407046739521068,,,0.2,20.0,Human,smoothed_path
76.51046025104601,-4.127265521134406,,8.43622190732835,,,0.2,20.0,Human,smoothed_path
77.2133891213389,-4.135612502845684,,8.463620853573586,,,0.2,20.0,Human,smoothed_path
77.9163179916318,-4.145106859769878,,8.488766383999362,,,0.2,20.0,Human,smoothed_path
78.61924686192468,-4.155791198554615,,8.51118692671201,,,0.2,20.0,Human,smoothed_path
79.32217573221757,-4.167696878825071,,8.530418977165644,,,0.2,20.0,Human,smoothed_path
80.02510460251045,-4.180842760298647,,8.546009477513884,,,0.2,20.0,Human,smoothed_path
80.72803347280335,-4.195234082587112,,8.557518123486826,,,0.2,20.0,Human,smoothed_path
81.43096234309623,-4.210861487351704,,8.564519591907914,,,0.2,20.0,Human,smoothed_path
82.13389121338912,-4.227700190363545,,8.566605681846596,,,0.2,20.0,Human,smoothed_path
82.836820083682,-4.245709308800458,,8.563387362231493,,,0.2,20.0,Human,smoothed_path
83.5397489539749,-4.264831346833191,,8.554496718551572,,,0.2,20.0,Human,smoothed_path
