subsetSlug,deviceSubsetSlug,deviceSubsetLabel,syntheticId,metric,rmsDiffAcrossClampGrid,meanAbsDiffAcrossClampGrid,maxAbsDiffAcrossClampGrid
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0016,beta_lr_times_w_visual,0.0006109832305637134,0.0003701484760727353,0.001405784754987767
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0016,alpha_retention_minus_lr_times_w_proprioceptive,0.00022361769712481565,0.00021274660015471736,0.0003006146443348401
joint_devices,mouse,Mouse,joint_devices_MeanTimeseriesVectorBCC_0017,w_visual,0.0037768771511903602,0.00308152734659469,0.007505576209781595
joint_devices,mouse,Mouse,joint_devices_MeanTimeseriesVectorBCC_0017,w_proprioceptive,0.01725755438317206,0.014215273786877628,0.026515117981815745
joint_devices,mouse,Mouse,joint_devices_MeanTimeseriesVectorBCC_0017,w_motor_prior,0.020330612537973344,0.016800485470975172,0.028474257512312473
joint_devices,mouse,Mouse,joint_devices_MeanTimeseriesVectorBCC_0017,beta_lr_times_w_visual,0.00031478408480916606,0.0002618178179313557,0.0006256895302917606
joint_devices,mouse,Mouse,joint_devices_MeanTimeseriesVectorBCC_0017,alpha_retention_minus_lr_times_w_proprioceptive,0.001105082941740153,0.00086070878169342,0.0017732521746518515
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0017,w_visual,0.0029382363661144867,0.0024988933334372126,0.005080830454591068
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0017,w_proprioceptive,0.01792550666893808,0.015790514928025128,0.025630855916966955
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0017,w_motor_prior,0.01995817468358421,0.017333540889268327,0.026599533931590758
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0017,beta_lr_times_w_visual,0.0002492810032005746,0.00021445321393496819,0.0004159385372399325
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0017,alpha_retention_minus_lr_times_w_proprioceptive,0.0011206941603330554,0.0008853342254903224,0.0016940375082201697
joint_devices,mouse,Mouse,joint_devices_MeanTimeseriesVectorBCC_0018,w_visual,0.001831250149763264,0.001324536360992487,0.0030184958449333
joint_devices,mouse,Mouse,joint_devices_MeanTimeseriesVectorBCC_0018,w_proprioceptive,0.00014375859636275745,0.00011629570109527535,0.000298250198354319
joint_devices,mouse,Mouse,joint_devices_MeanTimeseriesVectorBCC_0018,w_motor_prior,0.0019664121641434036,0.0014366011436476363,0.0033167460432875773
joint_devices,mouse,Mouse,joint_devices_MeanTimeseriesVectorBCC_0018,beta_lr_times_w_visual,0.002912505714485041,0.002711493840660318,0.0037599554996095574
joint_devices,mouse,Mouse,joint_devices_MeanTimeseriesVectorBCC_0018,alpha_retention_minus_lr_times_w_proprioceptive,0.0005050862079956375,0.0004996450431684896,0.0006153558791496261
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0018,w_visual,0.0012565196052014877,0.000965629348127911,0.001987478522087305
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0018,w_proprioceptive,0.0014905411550030724,0.0012268280063194358,0.002606776912435743
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0018,w_motor_prior,0.0027106494186380867,0.0020453251996127783,0.004451421761778929
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0018,beta_lr_times_w_visual,0.0026968355744667037,0.0024331073760870065,0.00365904179507881
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0018,alpha_retention_minus_lr_times_w_proprioceptive,0.00032264115072218173,0.00031628657212944,0.00037780858579272714
joint_devices,mouse,Mouse,joint_devices_MeanTimeseriesVectorBCC_0019,w_visual,0.0024721444353338496,0.002000625008040809,0.004473013074204613
joint_devices,mouse,Mouse,joint_devices_MeanTimeseriesVectorBCC_0019,w_proprioceptive,0.011944034105115096,0.010106634089623727,0.017771192948970838
joint_devices,mouse,Mouse,joint_devices_MeanTimeseriesVectorBCC_0019,w_motor_prior,0.013770795076036632,0.011721610180136616,0.018651846999741428
joint_devices,mouse,Mouse,joint_devices_MeanTimeseriesVectorBCC_0019,beta_lr_times_w_visual,0.0023342783540663127,0.0016066219695326798,0.0042610468039668
joint_devices,mouse,Mouse,joint_devices_MeanTimeseriesVectorBCC_0019,alpha_retention_minus_lr_times_w_proprioceptive,0.0009555682146436463,0.0009134524260560467,0.0011960056421156384
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0019,w_visual,0.003282366907508459,0.0025519933423877733,0.006600631583408012
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0019,w_proprioceptive,0.009866027974123037,0.008601082182511592,0.014077504401712848
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0019,w_motor_prior,0.012235052444265041,0.011006136645313417,0.015992278817787975
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0019,beta_lr_times_w_visual,0.0019399265199477721,0.0012935849856580692,0.003930275448525311
joint_devices,trackpad,Trackpad,joint_devices_MeanTimeseriesVectorBCC_0019,alpha_retention_minus_lr_times_w_proprioceptive,0.0008275015824353762,0.0007841837054989309,0.0011821637149412867
