series_id,series_label,source_paper,source_year,source_doi,source_experiment,group_id,source_file,subject_id,perturbation_size_deg,extent_window,subject_mean_extent_deg
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,1237,data_MultiSizeClamp_1237.mat,msc_1237_s15,7.5,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,35.796615288844094
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,1237,data_MultiSizeClamp_1237.mat,msc_1237_s16,7.5,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,16.16661794757205
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,1237,data_MultiSizeClamp_1237.mat,msc_1237_s17,7.5,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,37.37760440901663
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,1237,data_MultiSizeClamp_1237.mat,msc_1237_s18,7.5,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,74.67184363583753
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,1237,data_MultiSizeClamp_1237.mat,msc_1237_s19,7.5,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,52.74950258114432
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,1237,data_MultiSizeClamp_1237.mat,msc_1237_s20,7.5,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,20.243684739934704
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,15304560,data_MultiSizeClamp_15304560.mat,msc_15304560_s01,15.0,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,32.67960618135554
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,15304560,data_MultiSizeClamp_15304560.mat,msc_15304560_s02,15.0,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,21.877867557707297
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,15304560,data_MultiSizeClamp_15304560.mat,msc_15304560_s03,15.0,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,37.53299000485072
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,15304560,data_MultiSizeClamp_15304560.mat,msc_15304560_s04,15.0,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,27.121315117705684
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,15304560,data_MultiSizeClamp_15304560.mat,msc_15304560_s05,15.0,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,22.049089310564305
morehead_multiclamp_local,Morehead multi-clamp,Ryan Morehead multi-size clamp data,,,Local multi-size clamp MATLAB files,15304560,data_MultiSizeClamp_15304560.mat,msc_15304560_s06,15.0,mean aligned trials 301-500 after baseline correction using aligned trials 31-40,35.6403398561839
