ppid,clamp_magnitude,base_sd,n_baseline,pointer
342998198233,30,28.364369389849337,10,Trackpad
342998198233,40,7.500320634732297,10,Trackpad
342998198233,50,5.67162920553945,10,Trackpad
347401194740,140,8.19612848637158,10,Trackpad
347401194740,150,6.271632742421418,10,Trackpad
347401194740,160,8.24606740104688,10,Trackpad
347401194740,170,6.678400100908451,10,Trackpad
349368817172,60,22.70290796795605,10,Mouse
349368817172,70,8.712756418374468,10,Mouse
349368817172,80,35.00537905864952,10,Mouse
349368817172,90,8.32514558484125,10,Mouse
3512277966,20,9.56248567022064,10,Mouse
3512277966,30,7.08934005677141,10,Mouse
3512277966,40,6.370640463316062,10,Mouse
3512277966,50,9.181262268760173,10,Mouse
353267429629,2,4.965870172296561,10,Trackpad
353267429629,4,9.042592758602279,10,Trackpad
353267429629,6,6.2880056266068385,10,Trackpad
353267429629,8,5.568196640469754,10,Trackpad
353520557284,55,6.167700907355895,10,Mouse
353520557284,65,7.377642790707229,10,Mouse
353520557284,75,5.881969633857425,10,Mouse
353520557284,85,6.463871021055586,10,Mouse
357323471689,140,7.914210409472466,10,Mouse
357323471689,150,15.149820772845265,10,Mouse
357323471689,160,11.546917237948152,10,Mouse
357323471689,170,14.700309812611541,10,Mouse
35938706947,100,10.23891547070392,10,Mouse
35938706947,110,14.166024843251556,10,Mouse
35938706947,120,9.091946086209584,10,Mouse
35938706947,130,9.7561157773623,10,Mouse
363396258093,3,9.967613859312895,10,Mouse
363396258093,5,9.037779049819108,10,Mouse
363396258093,7,27.567531573420663,10,Mouse
363396258093,10,11.831034297095604,10,Mouse
366712725954,140,13.414465120499123,10,Mouse
366712725954,150,8.243461737488184,10,Mouse
366712725954,160,14.453339027115732,10,Mouse
366712725954,170,10.33494330625145,10,Mouse
366977208759,55,9.169307080786307,10,Trackpad
366977208759,65,6.896921242051785,10,Trackpad
366977208759,75,5.788142766131709,10,Trackpad
366977208759,85,4.590606675340862,10,Trackpad
368230630876,2,6.31196290631669,10,Trackpad
