ppid,clamp_magnitude,group,pointer,value
616859448142,5,2,Mouse,-3.7638122558593694
662896639900,5,2,Mouse,36.30969543457031
665972822112,5,2,Mouse,-4.702368164062489
706570674898,5,2,Trackpad,-0.52303466796875
711049351608,5,2,Trackpad,6.98401794433592
747682140674,5,2,Trackpad,-4.564157104492193
75254959287,5,2,Trackpad,-0.6353576660156136
758610083023,5,2,Trackpad,5.34486083984375
764955634018,5,2,Mouse,-3.3407669067382812
781632843660,5,2,Mouse,-16.65217285156251
788534438470,5,2,Trackpad,4.886651611328114
802470273105,5,2,Trackpad,160.54094848632812
818668159889,5,2,Mouse,0.5148269653320312
841781280934,5,2,Trackpad,-1.020263671875
856257066596,5,2,Trackpad,2.11153564453125
881636635866,5,2,Mouse,0.45941162109375
928185260389,5,2,Mouse,-0.7264465332031189
982309131650,5,2,Trackpad,-0.24380035400390626
993634722428,5,2,Trackpad,0.6033996582031136
141579159069,7,2,Trackpad,-3.247142028808594
157286867732,7,2,Trackpad,-2.3463256835937556
18545178463,7,2,Trackpad,-2.3897003173828124
244346351129,7,2,Mouse,-7.455902099609375
281449537957,7,2,Trackpad,-3.680865478515625
286533593898,7,2,Mouse,-20.09947509765625
307390059111,7,2,Mouse,0.4637283325195288
314751828555,7,2,Trackpad,-0.6971343994140625
340447094989,7,2,Mouse,-2.845175170898443
363396258093,7,2,Mouse,9.351124572753907
372881010640,7,2,Mouse,1.3934692382812615
413611575961,7,2,Trackpad,-0.8349212646484488
42404767125,7,2,Trackpad,-4.990405273437494
424813729943,7,2,Mouse,26.54334945678711
450325436890,7,2,Mouse,-0.09552612304687677
453578034881,7,2,Mouse,3.522149658203125
455088283633,7,2,Trackpad,4.4162445068359375
47219052677,7,2,Trackpad,2.2900943756103516
485655207419,7,2,Mouse,4.24525146484375
490372725762,7,2,Trackpad,4.726629638671875
497830706648,7,2,Trackpad,-1.4774047851562488
499781516147,7,2,Mouse,-1.548974609375
514699809951,7,2,Mouse,0.5298446655273505
