age,browser_version,computer,consent_time,gender,hand,height_px,monitor,pointer,ppid_session_dataname,px_ratio,width_px
39.0,"Chrome, 117",Laptop,10/13/2023 1:01:42 PM,Male,Right,1080,External Monitor,Mouse,686622809385_s001_participant_details,1,1920
34.0,"Chrome, 117",Laptop,10/12/2023 1:52:03 PM,Female,Right,864,Laptop Monitor,Trackpad,60516332508_s001_participant_details,1.25,1536
62.0,"Chrome, 117",Desktop,10/13/2023 1:06:09 PM,Male,Right,1080,External Monitor,Mouse,645686800824_s001_participant_details,1.25,1920
69.0,"Chrome, 118",Laptop,10/13/2023 1:04:44 PM,Male,Right,1080,External Monitor,Mouse,25723101804_s001_participant_details,1,1920
38.0,"Chrome, 117",Laptop,10/13/2023 1:13:57 PM,Male,Right,720,Laptop Monitor,Mouse,496151081984_s001_participant_details,1.5,1280
54.0,"Firefox, 118",Laptop,10/13/2023 1:07:20 PM,Female,Right,1080,Laptop Monitor,Mouse,72586384601_s001_participant_details,1,1920
21.0,"Chrome, 115",Laptop,10/12/2023 1:25:59 PM,Female,Right,981,Laptop Monitor,Mouse,354701472446_s001_participant_details,1.1002864837646484,1745
37.0,"Chrome, 117",Laptop,10/12/2023 1:51:58 PM,Female,Right,768,Laptop Monitor,Trackpad,490372725762_s001_participant_details,1,1366
35.0,"Chrome, 117",Laptop,10/12/2023 1:53:53 PM,Female,Right,864,Laptop Monitor,Trackpad,894260352710_s001_participant_details,1.25,1536
22.0,"Chrome, 118",Desktop,10/13/2023 1:02:20 PM,Male,Left,1080,External Monitor,Mouse,527790458407_s001_participant_details,1,1920
24.0,"Chrome, 117",Desktop,10/13/2023 1:03:06 PM,Male,Right,1152,External Monitor,Mouse,451075873570_s001_participant_details,1.25,2048
33.0,"Chrome, 117",Desktop,10/12/2023 1:47:05 PM,Female,Right,1080,External Monitor,Mouse,424813729943_s001_participant_details,1,1920
38.0,"Firefox, 118",Desktop,10/12/2023 1:33:23 PM,Male,Right,1080,External Monitor,Mouse,942172447685_s001_participant_details,1,1920
45.0,"Opera, undefined",Laptop,10/12/2023 1:36:39 PM,Male,Right,864,Laptop Monitor,Mouse,172440417576_s001_participant_details,1.25,1536
49.0,"Chrome, 117",Laptop,10/13/2023 1:05:07 PM,Female,Right,768,Laptop Monitor,Mouse,33616929547_s001_participant_details,1,1366
27.0,"Chrome, 118",Desktop,10/13/2023 1:03:00 PM,Male,Right,1080,External Monitor,Mouse,554783556843_s001_participant_details,1,1920
39.0,"Chrome, 117",Laptop,10/13/2023 1:05:24 PM,Female,Right,768,Laptop Monitor,Trackpad,263290655799_s001_participant_details,1,1366
32.0,"Chrome, 117",Laptop,10/13/2023 1:01:35 PM,Female,Right,900,Laptop Monitor,Trackpad,810153302503_s001_participant_details,2,1440
39.0,"Chrome, 117",Laptop,10/12/2023 1:50:29 PM,Female,Right,900,Laptop Monitor,Trackpad,425971333170_s001_participant_details,2,1440
41.0,"Chrome, 118",Desktop,10/12/2023 1:55:07 PM,Male,Left,1080,External Monitor,Mouse,372881010640_s001_participant_details,1,1920
58.0,"Firefox, 88",Laptop,10/13/2023 1:06:58 PM,Male,Left,800,Laptop Monitor,Trackpad,479103788267_s001_participant_details,1,1280
44.0,"Chrome, 118",Laptop,10/13/2023 1:06:34 PM,Male,Right,768,Laptop Monitor,Trackpad,558537738863_s001_participant_details,1,1366
37.0,"Chrome, 118",Desktop,10/13/2023 1:08:04 PM,Male,Right,1080,External Monitor,Mouse,484121365239_s001_participant_details,1,1920
57.0,"Chrome, 118",Desktop,10/13/2023 2:10:08 PM,Female,Right,768,External Monitor,Mouse,149687730008_s001_participant_details,1,1366
29.0,"Firefox, 118",Laptop,10/13/2023 1:06:52 PM,Male,Right,1080,Laptop Monitor,Mouse,37822414888_s001_participant_details,1,1920
41.0,"Chrome, 118",Desktop,10/13/2023 1:03:22 PM,Male,Right,1080,External Monitor,Mouse,671348925214_s001_participant_details,1,1920
46.0,"Chrome, 118",Desktop,10/13/2023 1:01:52 PM,Male,Right,1080,External Monitor,Mouse,370640644570_s001_participant_details,2,1920
59.0,"Chrome, 117",Desktop,10/13/2023 1:04:11 PM,Female,Right,864,Laptop Monitor,Mouse,945346587337_s001_participant_details,1.25,1536
54.0,"Chrome, 117",Laptop,10/12/2023 1:33:44 PM,Female,Right,864,Laptop Monitor,Trackpad,134751847945_s001_participant_details,1.25,1536
31.0,"Chrome, 117",Laptop,10/13/2023 1:11:15 PM,Female,Left,864,Laptop Monitor,Mouse,749614232918_s001_participant_details,1.25,1536
56.0,"Chrome, 117",Laptop,10/13/2023 1:18:16 PM,Female,Right,864,Laptop Monitor,Trackpad,141351339407_s001_participant_details,1.25,1536
50.0,"Chrome, 117",Laptop,10/12/2023 1:57:19 PM,Female,Right,720,Laptop Monitor,Trackpad,68466946249_s001_participant_details,1.5,1280
52.0,"Chrome, 118",Desktop,10/13/2023 1:03:23 PM,Male,Right,1080,External Monitor,Mouse,897928518708_s001_participant_details,1,1920
46.0,"Chrome, 117",Desktop,10/12/2023 1:37:11 PM,Male,Right,1080,Laptop Monitor,Mouse,852626928128_s001_participant_details,1,1920
33.0,"Chrome, 117",Desktop,10/13/2023 1:05:10 PM,Male,Right,1440,External Monitor,Mouse,986917736241_s001_participant_details,1,3440
40.0,"Firefox, 118",Laptop,10/13/2023 1:09:00 PM,Female,Right,684,Laptop Monitor,Mouse,536445911973_s001_participant_details,1.5789473684210527,1216
53.0,"Chrome, 117",Laptop,10/13/2023 1:03:18 PM,Male,Right,770,Laptop Monitor,Mouse,450251729693_s001_participant_details,1,1374
26.0,"Chrome, 118",Laptop,10/13/2023 1:26:44 PM,Female,Right,864,Laptop Monitor,Mouse,455411954782_s001_participant_details,1.25,1536
47.0,"Chrome, 117",Laptop,10/13/2023 1:05:55 PM,Male,Right,864,Laptop Monitor,Trackpad,157286867732_s001_participant_details,1.25,1536
43.0,"Chrome, 117",Laptop,10/13/2023 1:08:48 PM,Male,Right,720,Laptop Monitor,Mouse,637138033052_s001_participant_details,1.5,1280
62.0,"Firefox, 118",Laptop,10/13/2023 1:04:06 PM,Female,Right,900,Laptop Monitor,Trackpad,11866547632_s001_participant_details,2,1440
33.0,"Chrome, 118",Laptop,10/12/2023 1:56:07 PM,Male,Left,864,Laptop Monitor,Trackpad,710075415438_s001_participant_details,1.25,1536
21.0,"Chrome, 116",Laptop,10/12/2023 2:15:55 PM,Male,Right,768,Laptop Monitor,Trackpad,154695465695_s001_participant_details,1,1366
33.0,"Chrome, 103",Laptop,10/13/2023 1:05:17 PM,Male,Right,768,Laptop Monitor,Trackpad,395056795561_s001_participant_details,0.800000011920929,1366
55.0,"Chrome, 117",Laptop,10/13/2023 1:04:28 PM,Male,Left,1080,Laptop Monitor,Mouse,822554411599_s001_participant_details,1,1920
27.0,"Chrome, 117",Laptop,10/13/2023 1:06:35 PM,Male,Right,768,Laptop Monitor,Trackpad,38639956153_s001_participant_details,1,1366
42.0,"Chrome, 117",Laptop,10/13/2023 1:56:14 PM,Male,Right,720,Laptop Monitor,Mouse,698263481259_s001_participant_details,1.5,1280
